Edge1,Edge2
NoHouse,NoHouse
Phone,NoHouse
NoHouse,Phone
Building_212,NoHouse
NoHouse,Building_212
Building_210,NoHouse
NoHouse,Building_210
Building_210,NoHouse
Building_211,Building_210
NoHouse,Building_211
Building_214,NoHouse
NoHouse,Building_214
Building_154,NoHouse
NoHouse,Building_154
Building_213,NoHouse
Building_212,Building_213
NoHouse,Building_212
Building_171,NoHouse
NoHouse,Building_171
Building_169,NoHouse
NoHouse,Building_169
Building_171,NoHouse
Building_172,Building_171
Building_171,Building_172
NoHouse,Building_171
TaskBuilding_46,NoHouse
Building_183,TaskBuilding_46
NoHouse,Building_183
Building_171,NoHouse
TaskBuilding_41,Building_171
Building_170,TaskBuilding_41
NoHouse,Building_170
TaskBuilding_41,NoHouse
NoHouse,TaskBuilding_41
TaskBuilding_41,NoHouse
Building_170,TaskBuilding_41
Building_163,Building_170
Building_160,Building_163
Building_163,Building_160
NoHouse,Building_163
Building_176,NoHouse
NoHouse,Building_176
TaskBuilding_35,NoHouse
NoHouse,TaskBuilding_35
TaskBuilding_40,NoHouse
NoHouse,TaskBuilding_40
Building_162,NoHouse
NoHouse,Building_162
Building_150,NoHouse
NoHouse,Building_150
TaskBuilding_27,NoHouse
NoHouse,TaskBuilding_27
Building_98,NoHouse
NoHouse,Building_98
TaskBuilding_23,NoHouse
Building_96,TaskBuilding_23
NoHouse,Building_96
Building_96,NoHouse
NoHouse,Building_96
TaskBuilding_23,NoHouse
NoHouse,TaskBuilding_23
TaskBuilding_23,NoHouse
NoHouse,TaskBuilding_23
TaskBuilding_27,NoHouse
NoHouse,TaskBuilding_27
Building_94,NoHouse
NoHouse,Building_94
TaskBuilding_19,NoHouse
NoHouse,TaskBuilding_19
TaskBuilding_19,NoHouse
NoHouse,TaskBuilding_19
Building_94,NoHouse
NoHouse,Building_94
Building_158,NoHouse
NoHouse,Building_158
TaskBuilding_34,NoHouse
NoHouse,TaskBuilding_34
TaskBuilding_5,NoHouse
Building_157,TaskBuilding_5
NoHouse,Building_157
TaskBuilding_5,NoHouse
NoHouse,TaskBuilding_5
Building_148,NoHouse
NoHouse,Building_148
Building_148,NoHouse
NoHouse,Building_148
TaskBuilding_5,NoHouse
NoHouse,TaskBuilding_5
Building_166,NoHouse
NoHouse,Building_166
TaskBuilding_35,NoHouse
NoHouse,TaskBuilding_35
Building_166,NoHouse
NoHouse,Building_166
Building_173,NoHouse
TaskBuilding_42,Building_173
NoHouse,TaskBuilding_42
Building_173,NoHouse
NoHouse,Building_173
Building_173,NoHouse
NoHouse,Building_173
Building_155,NoHouse
NoHouse,Building_155
TaskBuilding_43,NoHouse
NoHouse,TaskBuilding_43
Building_236,NoHouse
NoHouse,Building_236
Building_215,NoHouse
NoHouse,Building_215
Building_215,NoHouse
NoHouse,Building_215
Building_220,NoHouse
TaskBuilding_7,Building_220
NoHouse,TaskBuilding_7
Building_233,NoHouse
NoHouse,Building_233
Building_233,NoHouse
NoHouse,Building_233
Building_140,NoHouse
NoHouse,Building_140
Building_230,NoHouse
NoHouse,Building_230
TaskBuilding_36,NoHouse
NoHouse,TaskBuilding_36
Building_138,NoHouse
NoHouse,Building_138
Building_142,NoHouse
NoHouse,Building_142
TaskBuilding_4,NoHouse
NoHouse,TaskBuilding_4
TaskBuilding_4,NoHouse
NoHouse,NoHouse
