Edge1,Edge2
NoHouse,NoHouse
Phone,NoHouse
Hand,Phone
NoHouse,Hand
Hand,NoHouse
NoHouse,Hand
Building_145,NoHouse
NoHouse,Building_145
TaskBuilding_14,NoHouse
NoHouse,TaskBuilding_14
TaskBuilding_14,NoHouse
Building_75,TaskBuilding_14
NoHouse,Building_75
Building_96,NoHouse
TaskBuilding_18,Building_96
NoHouse,TaskBuilding_18
Building_104,NoHouse
Building_110,Building_104
NoHouse,Building_110
TaskBuilding_17,NoHouse
Building_113,TaskBuilding_17
NoHouse,Building_113
TaskBuilding_3,NoHouse
Building_104,TaskBuilding_3
Building_109,Building_104
Building_108,Building_109
Building_109,Building_108
Building_107,Building_109
NoHouse,Building_107
TaskBuilding_39,NoHouse
NoHouse,TaskBuilding_39
Building_107,NoHouse
TaskBuilding_24,Building_107
Building_108,TaskBuilding_24
NoHouse,Building_108
Building_146,NoHouse
TaskBuilding_26,Building_146
Garage_98,TaskBuilding_26
NoHouse,Garage_98
Building_109,NoHouse
NoHouse,Building_109
TaskBuilding_39,NoHouse
NoHouse,TaskBuilding_39
Building_152,NoHouse
TaskBuilding_39,Building_152
NoHouse,TaskBuilding_39
Building_154,NoHouse
NoHouse,Building_154
Building_133,NoHouse
NoHouse,Building_133
Building_132,NoHouse
NoHouse,Building_132
Building_148,NoHouse
NoHouse,Building_148
Building_157,NoHouse
NoHouse,Building_157
Building_157,NoHouse
NoHouse,Building_157
Building_163,NoHouse
NoHouse,Building_163
TaskBuilding_35,NoHouse
Building_178,TaskBuilding_35
NoHouse,Building_178
TaskBuilding_34,NoHouse
Building_166,TaskBuilding_34
TaskBuilding_35,Building_166
NoHouse,TaskBuilding_35
TaskBuilding_35,NoHouse
Building_166,TaskBuilding_35
Building_167,Building_166
NoHouse,Building_167
Building_163,NoHouse
NoHouse,Building_163
Building_155,NoHouse
NoHouse,Building_155
Building_155,NoHouse
crane_1,Building_155
NoHouse,crane_1
TaskBuilding_35,NoHouse
Building_166,TaskBuilding_35
Building_171,Building_166
NoHouse,Building_171
Building_155,NoHouse
NoHouse,Building_155
Building_167,NoHouse
Building_169,Building_167
NoHouse,Building_169
TaskBuilding_42,NoHouse
NoHouse,TaskBuilding_42
TaskBuilding_50,NoHouse
NoHouse,TaskBuilding_50
TaskBuilding_48,NoHouse
NoHouse,TaskBuilding_48
Building_171,NoHouse
NoHouse,Building_171
Building_174,NoHouse
NoHouse,Building_174
Phone,NoHouse
NoHouse,Phone
TaskBuilding_47,NoHouse
Building_210,TaskBuilding_47
NoHouse,Building_210
TaskBuilding_52,NoHouse
NoHouse,TaskBuilding_52
Building_212,NoHouse
NoHouse,Building_212
TaskBuilding_41,NoHouse
NoHouse,TaskBuilding_41
TaskBuilding_6,NoHouse
TaskBuilding_46,TaskBuilding_6
NoHouse,TaskBuilding_46
TaskBuilding_41,NoHouse
NoHouse,NoHouse
