Edge1,Edge2
NoHouse,NoHouse
Phone,NoHouse
Building_212,Phone
Building_210,Building_212
NoHouse,Building_210
Building_210,NoHouse
NoHouse,Building_210
Building_212,NoHouse
Building_214,Building_212
NoHouse,Building_214
Building_210,NoHouse
NoHouse,Building_210
Building_214,NoHouse
Building_154,Building_214
NoHouse,Building_154
Building_154,NoHouse
Building_229,Building_154
Building_227,Building_229
Building_226,Building_227
Building_154,Building_226
NoHouse,Building_154
Building_154,NoHouse
NoHouse,Building_154
TaskBuilding_43,NoHouse
NoHouse,TaskBuilding_43
TaskBuilding_35,NoHouse
Building_98,TaskBuilding_35
Building_154,Building_98
NoHouse,Building_154
TaskBuilding_43,NoHouse
Building_235,TaskBuilding_43
Building_139,Building_235
Building_138,Building_139
Building_228,Building_138
Building_139,Building_228
Building_228,Building_139
Building_138,Building_228
Building_228,Building_138
Building_229,Building_228
Building_139,Building_229
Building_232,Building_139
Building_228,Building_232
Building_139,Building_228
Building_232,Building_139
TaskBuilding_44,Building_232
Building_230,TaskBuilding_44
Building_138,Building_230
Building_139,Building_138
Building_140,Building_139
Building_141,Building_140
Building_229,Building_141
NoHouse,Building_229
Building_230,NoHouse
Building_229,Building_230
Building_230,Building_229
NoHouse,Building_230
Building_138,NoHouse
NoHouse,Building_138
Building_138,NoHouse
NoHouse,Building_138
TaskBuilding_25,NoHouse
NoHouse,TaskBuilding_25
TaskBuilding_25,NoHouse
NoHouse,TaskBuilding_25
Building_123,NoHouse
Building_124,Building_123
NoHouse,Building_124
Building_123,NoHouse
Building_124,Building_123
Building_143,Building_124
Building_123,Building_143
NoHouse,Building_123
Building_124,NoHouse
NoHouse,Building_124
TaskBuilding_4,NoHouse
NoHouse,TaskBuilding_4
TaskBuilding_4,NoHouse
NoHouse,NoHouse
