Edge1,Edge2
NoHouse,NoHouse
Phone,NoHouse
Building_213,Phone
Building_210,Building_213
Building_213,Building_210
NoHouse,Building_213
Building_213,NoHouse
Building_210,Building_213
Building_213,Building_210
NoHouse,Building_213
Building_210,NoHouse
NoHouse,Building_210
Phone,NoHouse
Hand,Phone
Building_231,Hand
NoHouse,Building_231
Building_231,NoHouse
NoHouse,Building_231
Garage_235,NoHouse
Building_154,Garage_235
Garage_235,Building_154
TaskBuilding_48,Garage_235
NoHouse,TaskBuilding_48
Building_220,NoHouse
NoHouse,Building_220
TaskBuilding_48,NoHouse
TaskBuilding_44,TaskBuilding_48
Building_139,TaskBuilding_44
NoHouse,Building_139
Phone,NoHouse
Hand,Phone
Building_233,Hand
Garage_235,Building_233
Building_143,Garage_235
Building_140,Building_143
NoHouse,Building_140
Building_231,NoHouse
Building_229,Building_231
NoHouse,Building_229
Building_140,NoHouse
Building_154,Building_140
TaskBuilding_44,Building_154
NoHouse,TaskBuilding_44
Building_139,NoHouse
NoHouse,Building_139
Building_137,NoHouse
NoHouse,Building_137
Building_138,NoHouse
Building_229,Building_138
Building_230,Building_229
Building_225,Building_230
Building_231,Building_225
Garage_224,Building_231
NoHouse,Garage_224
Building_138,NoHouse
TaskBuilding_36,Building_138
Building_137,TaskBuilding_36
NoHouse,Building_137
Building_230,NoHouse
TaskBuilding_37,Building_230
Building_229,TaskBuilding_37
NoHouse,Building_229
Building_138,NoHouse
TaskBuilding_25,Building_138
NoHouse,TaskBuilding_25
Building_138,NoHouse
NoHouse,Building_138
Building_124,NoHouse
Building_137,Building_124
Building_228,Building_137
Building_229,Building_228
NoHouse,Building_229
Building_135,NoHouse
NoHouse,Building_135
Building_123,NoHouse
NoHouse,Building_123
Building_134,NoHouse
TaskBuilding_25,Building_134
Building_135,TaskBuilding_25
TaskBuilding_25,Building_135
NoHouse,TaskBuilding_25
Building_128,NoHouse
NoHouse,Building_128
Building_134,NoHouse
NoHouse,Building_134
TaskBuilding_25,NoHouse
Building_134,TaskBuilding_25
Building_135,Building_134
TaskBuilding_25,Building_135
NoHouse,TaskBuilding_25
Building_134,NoHouse
NoHouse,Building_134
Building_134,NoHouse
NoHouse,Building_134
Building_134,NoHouse
TaskBuilding_25,Building_134
NoHouse,TaskBuilding_25
Building_229,NoHouse
NoHouse,Building_229
Building_229,NoHouse
Building_225,Building_229
NoHouse,Building_225
Building_132,NoHouse
NoHouse,Building_132
TaskBuilding_21,NoHouse
NoHouse,TaskBuilding_21
Building_132,NoHouse
NoHouse,Building_132
Building_125,NoHouse
Building_128,Building_125
NoHouse,Building_128
Building_67,NoHouse
NoHouse,Building_67
Building_121,NoHouse
TaskBuilding_1,Building_121
NoHouse,TaskBuilding_1
TaskBuilding_21,NoHouse
NoHouse,TaskBuilding_21
Building_123,NoHouse
NoHouse,Building_123
Building_123,NoHouse
Building_143,Building_123
TaskBuilding_33,Building_143
TaskBuilding_4,TaskBuilding_33
Building_142,TaskBuilding_4
Building_124,Building_142
NoHouse,Building_124
Building_148,NoHouse
NoHouse,Building_148
Building_145,NoHouse
Building_143,Building_145
NoHouse,Building_143
TaskBuilding_4,NoHouse
NoHouse,TaskBuilding_4
Phone,NoHouse
NoHouse,Phone
TaskBuilding_4,NoHouse
NoHouse,TaskBuilding_4
Building_124,NoHouse
NoHouse,Building_124
TaskBuilding_4,NoHouse
NoHouse,TaskBuilding_4
TaskBuilding_4,NoHouse
NoHouse,NoHouse
